token,in_rtlib,in_metallib,in_a
air.mad_sat.s.v4i16,0,0,2
air.mad_sat.s.v4i32,0,0,2
air.mad_sat.s.v4i64,0,0,2
air.mad_sat.s.v4i8,0,0,2
air.mad_sat.s.v8i16,0,0,2
air.mad_sat.s.v8i32,0,0,2
air.mad_sat.s.v8i64,0,0,2
air.mad_sat.s.v8i8,0,0,2
air.mad_sat.u.i16,0,0,2
air.mad_sat.u.i32,0,0,2
air.mad_sat.u.i64,0,0,2
air.mad_sat.u.i8,0,0,2
air.mad_sat.u.v16i16,0,0,2
air.mad_sat.u.v16i32,0,0,2
air.mad_sat.u.v16i64,0,0,2
air.mad_sat.u.v16i8,0,0,2
air.mad_sat.u.v2i16,0,0,2
air.mad_sat.u.v2i32,0,0,2
air.mad_sat.u.v2i64,0,0,2
air.mad_sat.u.v2i8,0,0,2
air.mad_sat.u.v3i16,0,0,2
air.mad_sat.u.v3i32,0,0,2
air.mad_sat.u.v3i64,0,0,2
air.mad_sat.u.v3i8,0,0,2
air.mad_sat.u.v4i16,0,0,2
air.mad_sat.u.v4i32,0,0,2
air.mad_sat.u.v4i64,0,0,2
air.mad_sat.u.v4i8,0,0,2
air.mad_sat.u.v8i16,0,0,2
air.mad_sat.u.v8i32,0,0,2
air.mad_sat.u.v8i64,0,0,2
air.mad_sat.u.v8i8,0,0,2
air.max.s.i16,0,0,2
air.max.s.i32,0,0,2
air.max.s.i64,0,0,2
air.max.s.i8,0,0,2
air.max.s.v16i16,0,0,2
air.max.s.v16i32,0,0,2
air.max.s.v16i64,0,0,2
air.max.s.v16i8,0,0,2
air.max.s.v2i16,0,0,2
air.max.s.v2i32,0,0,2
air.max.s.v2i64,0,0,2
air.max.s.v2i8,0,0,2
air.max.s.v3i16,0,0,2
air.max.s.v3i32,0,0,2
air.max.s.v3i64,0,0,2
air.max.s.v3i8,0,0,2
air.max.s.v4i16,0,0,2
air.max.s.v4i32,0,0,2
air.max.s.v4i64,0,0,2
air.max.s.v4i8,0,0,2
air.max.s.v8i16,0,0,2
air.max.s.v8i32,0,0,2
air.max.s.v8i64,0,0,2
air.max.s.v8i8,0,0,2
air.max.u.i16,0,0,2
air.max.u.i32,0,0,2
air.max.u.i64,0,0,2
air.max.u.i8,0,0,2
air.max.u.v16i16,0,0,2
air.max.u.v16i32,0,0,2
air.max.u.v16i64,0,0,2
air.max.u.v16i8,0,0,2
air.max.u.v2i16,0,0,2
air.max.u.v2i32,0,0,2
air.max.u.v2i64,0,0,2
air.max.u.v2i8,0,0,2
air.max.u.v3i16,0,0,2
air.max.u.v3i32,0,0,2
air.max.u.v3i64,0,0,2
air.max.u.v3i8,0,0,2
air.max.u.v4i16,0,0,2
air.max.u.v4i32,0,0,2
air.max.u.v4i64,0,0,2
air.max.u.v4i8,0,0,2
air.max.u.v8i16,0,0,2
air.max.u.v8i32,0,0,2
air.max.u.v8i64,0,0,2
air.max.u.v8i8,0,0,2
air.max_constant_buffers,32,10,16
air.max_device_buffers,32,10,16
air.max_read_write_textures,32,10,16
air.max_samplers,32,0,16
air.max_samplerswchar_size,0,10,0
air.max_textures,32,10,16
air.max_threadgroup_buffers,32,10,16
air.min.s.i16,0,0,2
air.min.s.i32,0,0,2
air.min.s.i64,0,0,2
air.min.s.i8,0,0,2
air.min.s.v16i16,0,0,2
air.min.s.v16i32,0,0,2
air.min.s.v16i64,0,0,2
air.min.s.v16i8,0,0,2
air.min.s.v2i16,0,0,2
air.min.s.v2i32,0,0,2
air.min.s.v2i64,0,0,2
air.min.s.v2i8,0,0,2
air.min.s.v3i16,0,0,2
air.min.s.v3i32,0,0,2
air.min.s.v3i64,0,0,2
air.min.s.v3i8,0,0,2
air.min.s.v4i16,0,0,2
air.min.s.v4i32,0,0,2
air.min.s.v4i64,0,0,2
air.min.s.v4i8,0,0,2
air.min.s.v8i16,0,0,2
air.min.s.v8i32,0,0,2
air.min.s.v8i64,0,0,2
air.min.s.v8i8,0,0,2
air.min.u.i16,0,0,2
air.min.u.i32,0,0,2
air.min.u.i64,0,0,2
air.min.u.i8,0,0,2
air.min.u.v16i16,0,0,2
air.min.u.v16i32,0,0,2
air.min.u.v16i64,0,0,2
air.min.u.v16i8,0,0,2
air.min.u.v2i16,0,0,2
air.min.u.v2i32,0,0,2
air.min.u.v2i64,0,0,2
air.min.u.v2i8,0,0,2
air.min.u.v3i16,0,0,2
air.min.u.v3i32,0,0,2
air.min.u.v3i64,0,0,2
air.min.u.v3i8,0,0,2
air.min.u.v4i16,0,0,2
air.min.u.v4i32,0,0,2
air.min.u.v4i64,0,0,2
air.min.u.v4i8,0,0,2
air.min.u.v8i16,0,0,2
air.min.u.v8i32,0,0,2
air.min.u.v8i64,0,0,2
air.min.u.v8i8,0,0,2
air.mix.f16,0,0,2
air.mix.f32,1,0,2
air.mix.f64,0,0,2
air.mix.v16f16,0,0,2
air.mix.v16f32,0,0,2
air.mix.v16f64,0,0,2
air.mix.v2f16,0,0,2
air.mix.v2f32,0,0,2
air.mix.v2f64,0,0,2
air.mix.v3f16,0,0,2
air.mix.v3f32,0,0,2
air.mix.v3f64,0,0,2
air.mix.v4f16,0,0,2
air.mix.v4f32,0,0,2
air.mix.v4f64,0,0,2
air.mix.v8f16,0,0,2
air.mix.v8f32,0,0,2
air.mix.v8f64,0,0,2
air.mul24.s.i32,0,0,2
air.mul24.s.v16i32,0,0,2
air.mul24.s.v2i32,0,0,2
air.mul24.s.v3i32,0,0,2
air.mul24.s.v4i32,0,0,2
air.mul24.s.v8i32,0,0,2
air.mul24.u.i32,0,0,2
air.mul24.u.v16i32,0,0,2
air.mul24.u.v2i32,0,0,2
air.mul24.u.v3i32,0,0,2
air.mul24.u.v4i32,0,0,2
air.mul24.u.v8i32,0,0,2
air.mul_hi.s.i16,0,0,2
air.mul_hi.s.i32,0,0,2
air.mul_hi.s.i64,0,0,2
air.mul_hi.s.i8,0,0,2
air.mul_hi.s.v16i16,0,0,2
air.mul_hi.s.v16i32,0,0,2
air.mul_hi.s.v16i64,0,0,2
air.mul_hi.s.v16i8,0,0,2
air.mul_hi.s.v2i16,0,0,2
air.mul_hi.s.v2i32,0,0,2
air.mul_hi.s.v2i64,0,0,2
air.mul_hi.s.v2i8,0,0,2
air.mul_hi.s.v3i16,0,0,2
air.mul_hi.s.v3i32,0,0,2
air.mul_hi.s.v3i64,0,0,2
air.mul_hi.s.v3i8,0,0,2
air.mul_hi.s.v4i16,0,0,2
air.mul_hi.s.v4i32,0,0,2
air.mul_hi.s.v4i64,0,0,2
air.mul_hi.s.v4i8,0,0,2
air.mul_hi.s.v8i16,0,0,2
air.mul_hi.s.v8i32,0,0,2
air.mul_hi.s.v8i64,0,0,2
air.mul_hi.s.v8i8,0,0,2
air.mul_hi.u.i16,0,0,2
air.mul_hi.u.i32,0,0,2
air.mul_hi.u.i64,0,0,2
air.mul_hi.u.i8,0,0,2
air.mul_hi.u.v16i16,0,0,2
air.mul_hi.u.v16i32,0,0,2
air.mul_hi.u.v16i64,0,0,2
air.mul_hi.u.v16i8,0,0,2
air.mul_hi.u.v2i16,0,0,2
air.mul_hi.u.v2i32,0,0,2
air.mul_hi.u.v2i64,0,0,2
air.mul_hi.u.v2i8,0,0,2
air.mul_hi.u.v3i16,0,0,2
air.mul_hi.u.v3i32,0,0,2
air.mul_hi.u.v3i64,0,0,2
air.mul_hi.u.v3i8,0,0,2
air.mul_hi.u.v4i16,0,0,2
air.mul_hi.u.v4i32,0,0,2
air.mul_hi.u.v4i64,0,0,2
air.mul_hi.u.v4i8,0,0,2
air.mul_hi.u.v8i16,0,0,2
air.mul_hi.u.v8i32,0,0,2
air.mul_hi.u.v8i64,0,0,2
air.mul_hi.u.v8i8,0,0,2
air.native_cos.f32,0,0,2
air.native_cos.v16f32,0,0,2
air.native_cos.v2f32,0,0,2
air.native_cos.v3f32,0,0,2
air.native_cos.v4f32,0,0,2
air.native_cos.v8f32,0,0,2
air.native_exp.f32,0,0,2
air.native_exp.v16f32,0,0,2
air.native_exp.v2f32,0,0,2
air.native_exp.v3f32,0,0,2
air.native_exp.v4f32,0,0,2
air.native_exp.v8f32,0,0,2
air.native_exp10.f32,0,0,2
air.native_exp10.v16f32,0,0,2
air.native_exp10.v2f32,0,0,2
air.native_exp10.v3f32,0,0,2
air.native_exp10.v4f32,0,0,2
air.native_exp10.v8f32,0,0,2
air.native_exp2.f32,0,0,2
air.native_exp2.v16f32,0,0,2
air.native_exp2.v2f32,0,0,2
air.native_exp2.v3f32,0,0,2
air.native_exp2.v4f32,0,0,2
air.native_exp2.v8f32,0,0,2
air.native_log.f32,0,0,2
air.native_log.v16f32,0,0,2
air.native_log.v2f32,0,0,2
air.native_log.v3f32,0,0,2
air.native_log.v4f32,0,0,2
air.native_log.v8f32,0,0,2
air.native_log10.f32,0,0,2
air.native_log10.v16f32,0,0,2
air.native_log10.v2f32,0,0,2
air.native_log10.v3f32,0,0,2
air.native_log10.v4f32,0,0,2
air.native_log10.v8f32,0,0,2
air.native_log2.f32,0,0,2
air.native_log2.v16f32,0,0,2
air.native_log2.v2f32,0,0,2
air.native_log2.v3f32,0,0,2
air.native_log2.v4f32,0,0,2
air.native_log2.v8f32,0,0,2
air.native_powr.f32,0,0,2
air.native_powr.v16f32,0,0,2
air.native_powr.v2f32,0,0,2
air.native_powr.v3f32,0,0,2
air.native_powr.v4f32,0,0,2
air.native_powr.v8f32,0,0,2
air.native_rsqrt.f32,0,0,2
air.native_rsqrt.v16f32,0,0,2
air.native_rsqrt.v2f32,0,0,2
air.native_rsqrt.v3f32,0,0,2
air.native_rsqrt.v4f32,0,0,2
air.native_rsqrt.v8f32,0,0,2
air.native_sin.f32,0,0,2
air.native_sin.v16f32,0,0,2
air.native_sin.v2f32,0,0,2
air.native_sin.v3f32,0,0,2
air.native_sin.v4f32,0,0,2
air.native_sin.v8f32,0,0,2
air.native_sqrt.f32,0,0,2
air.native_sqrt.v16f32,0,0,2
air.native_sqrt.v2f32,0,0,2
air.native_sqrt.v3f32,0,0,2
air.native_sqrt.v4f32,0,0,2
air.native_sqrt.v8f32,0,0,2
air.native_tan.f32,0,0,2
air.native_tan.v16f32,0,0,2
air.native_tan.v2f32,0,0,2
air.native_tan.v3f32,0,0,2
air.native_tan.v4f32,0,0,2
air.native_tan.v8f32,0,0,2
air.nextafter.f16,0,0,2
air.nextafter.f32,0,0,2
air.nextafter.f64,0,0,2
air.nextafter.v16f16,0,0,2
air.nextafter.v16f32,0,0,2
air.nextafter.v16f64,0,0,2
air.nextafter.v2f16,0,0,2
air.nextafter.v2f32,0,0,2
air.nextafter.v2f64,0,0,2
air.nextafter.v3f16,0,0,2
air.nextafter.v3f32,0,0,2
air.nextafter.v3f64,0,0,2
air.nextafter.v4f16,0,0,2
air.nextafter.v4f32,0,0,2
air.nextafter.v4f64,0,0,2
air.nextafter.v8f16,0,0,2
air.nextafter.v8f32,0,0,2
air.nextafter.v8f64,0,0,2
air.popcount.i16,0,0,2
air.popcount.i32,0,0,2
air.popcount.i64,0,0,2
air.popcount.i8,0,0,2
air.popcount.v16i16,0,0,2
air.popcount.v16i32,0,0,2
air.popcount.v16i64,0,0,2
air.popcount.v16i8,0,0,2
air.popcount.v2i16,0,0,2
air.popcount.v2i32,0,0,2
air.popcount.v2i64,0,0,2
air.popcount.v2i8,0,0,2
air.popcount.v3i16,0,0,2
air.popcount.v3i32,0,0,2
air.popcount.v3i64,0,0,2
air.popcount.v3i8,0,0,2
air.popcount.v4i16,0,0,2
air.popcount.v4i32,0,0,2
air.popcount.v4i64,0,0,2
air.popcount.v4i8,0,0,2
air.popcount.v8i16,0,0,2
air.popcount.v8i32,0,0,2
air.popcount.v8i64,0,0,2
air.popcount.v8i8,0,0,2
air.pow.f16,0,0,2
air.pow.f32,0,0,1
air.pow.f64,0,0,2
air.pow.v16f16,0,0,2
air.pow.v16f32,0,0,1
air.pow.v16f64,0,0,2
air.pow.v2f16,0,0,2
air.pow.v2f32,0,0,1
air.pow.v2f64,0,0,2
air.pow.v3f16,0,0,2
air.pow.v3f32,0,0,1
air.pow.v3f64,0,0,2
air.pow.v4f16,0,0,2
air.pow.v4f32,0,0,1
air.pow.v4f64,0,0,2
air.pow.v8f16,0,0,2
air.pow.v8f32,0,0,1
air.pow.v8f64,0,0,2
air.pown.f16,0,0,2
air.pown.f32,0,0,2
air.pown.f64,0,0,2
air.pown.v16f16,0,0,2
air.pown.v16f32,0,0,2
air.pown.v16f64,0,0,2
air.pown.v2f16,0,0,2
air.pown.v2f32,0,0,2
air.pown.v2f64,0,0,2
air.pown.v3f16,0,0,2
air.pown.v3f32,0,0,2
air.pown.v3f64,0,0,2
air.pown.v4f16,0,0,2
air.pown.v4f32,0,0,2
air.pown.v4f64,0,0,2
air.pown.v8f16,0,0,2
air.pown.v8f32,0,0,2
air.pown.v8f64,0,0,2
air.powr.f16,0,0,2
air.powr.f32,0,0,1
air.powr.f64,0,0,2
air.powr.v16f16,0,0,2
air.powr.v16f32,0,0,1
air.powr.v16f64,0,0,2
air.powr.v2f16,0,0,2
air.powr.v2f32,0,0,1
air.powr.v2f64,0,0,2
air.powr.v3f16,0,0,2
air.powr.v3f32,0,0,1
air.powr.v3f64,0,0,2
air.powr.v4f16,0,0,2
air.powr.v4f32,0,0,1
air.powr.v4f64,0,0,2
air.powr.v8f16,0,0,2
air.powr.v8f32,0,0,1
air.powr.v8f64,0,0,2
air.read_depth_2d.f32,0,0,2
air.read_depth_2d_array.f32,0,0,2
air.read_depth_2d_ms.f32,0,0,2
air.read_depth_2d_ms_array.f32,0,0,2
air.read_texture_1d.s.v4i32,0,0,2
air.read_texture_1d.u.v4i32,0,0,2
air.read_texture_1d.v4f16,0,0,2
air.read_texture_1d.v4f32,0,0,2
air.read_texture_1d_array.s.v4i32,0,0,2
air.read_texture_1d_array.u.v4i32,0,0,2
air.read_texture_1d_array.v4f16,0,0,2
air.read_texture_1d_array.v4f32,0,0,2
air.read_texture_2d.s.v4i32,0,0,2
air.read_texture_2d.u.v4i32,0,0,2
air.read_texture_2d.v4f16,0,0,2
air.read_texture_2d.v4f32,0,0,2
air.read_texture_2d_array.s.v4i32,0,0,2
air.read_texture_2d_array.u.v4i32,0,0,2
air.read_texture_2d_array.v4f16,0,0,2
air.read_texture_2d_array.v4f32,0,0,2
air.read_texture_2d_ms.s.v4i32,0,0,2
air.read_texture_2d_ms.u.v4i32,0,0,2
air.read_texture_2d_ms.v4f32,0,0,2
air.read_texture_2d_ms_array.s.v4i32,0,0,2
air.read_texture_2d_ms_array.u.v4i32,0,0,2
air.read_texture_2d_ms_array.v4f32,0,0,2
air.read_texture_3d.s.v4i32,0,0,2
air.read_texture_3d.u.v4i32,0,0,2
air.read_texture_3d.v4f16,0,0,2
air.read_texture_3d.v4f32,0,0,2
air.read_texture_buffer_1d.s.v4i32,0,0,2
air.read_texture_buffer_1d.u.v4i32,0,0,2
air.read_texture_buffer_1d.v4f16,0,0,2
air.read_texture_buffer_1d.v4f32,0,0,2
air.remainder.f16,0,0,2
air.remainder.f32,0,0,2
air.remainder.f64,0,0,2
air.remainder.v16f16,0,0,2
air.remainder.v16f32,0,0,2
air.remainder.v16f64,0,0,2
air.remainder.v2f16,0,0,2
air.remainder.v2f32,0,0,2
air.remainder.v2f64,0,0,2
air.remainder.v3f16,0,0,2
air.remainder.v3f32,0,0,2
air.remainder.v3f64,0,0,2
air.remainder.v4f16,0,0,2
air.remainder.v4f32,0,0,2
air.remainder.v4f64,0,0,2
air.remainder.v8f16,0,0,2
air.remainder.v8f32,0,0,2
air.remainder.v8f64,0,0,2
air.remquo.f16,0,0,2
air.remquo.f32,0,0,2
air.remquo.f64,0,0,2
air.remquo.v16f16,0,0,2
air.remquo.v16f32,0,0,2
air.remquo.v16f64,0,0,2
air.remquo.v2f16,0,0,2
air.remquo.v2f32,0,0,2
air.remquo.v2f64,0,0,2
air.remquo.v3f16,0,0,2
air.remquo.v3f32,0,0,2
air.remquo.v3f64,0,0,2
air.remquo.v4f16,0,0,2
air.remquo.v4f32,0,0,2
air.remquo.v4f64,0,0,2
air.remquo.v8f16,0,0,2
air.remquo.v8f32,0,0,2
air.remquo.v8f64,0,0,2
air.rhadd.s.i16,0,0,2
air.rhadd.s.i32,0,0,2
air.rhadd.s.i64,0,0,2
air.rhadd.s.i8,0,0,2
air.rhadd.s.v16i16,0,0,2
air.rhadd.s.v16i32,0,0,2
air.rhadd.s.v16i64,0,0,2
air.rhadd.s.v16i8,0,0,2
air.rhadd.s.v2i16,0,0,2
air.rhadd.s.v2i32,0,0,2
air.rhadd.s.v2i64,0,0,2
air.rhadd.s.v2i8,0,0,2
air.rhadd.s.v3i16,0,0,2
air.rhadd.s.v3i32,0,0,2
air.rhadd.s.v3i64,0,0,2
air.rhadd.s.v3i8,0,0,2
air.rhadd.s.v4i16,0,0,2
air.rhadd.s.v4i32,0,0,2
air.rhadd.s.v4i64,0,0,2
air.rhadd.s.v4i8,0,0,2
air.rhadd.s.v8i16,0,0,2
air.rhadd.s.v8i32,0,0,2
air.rhadd.s.v8i64,0,0,2
air.rhadd.s.v8i8,0,0,2
air.rhadd.u.i16,0,0,2
air.rhadd.u.i32,0,0,2
air.rhadd.u.i64,0,0,2
air.rhadd.u.i8,0,0,2
air.rhadd.u.v16i16,0,0,2
air.rhadd.u.v16i32,0,0,2
air.rhadd.u.v16i64,0,0,2
air.rhadd.u.v16i8,0,0,2
air.rhadd.u.v2i16,0,0,2
air.rhadd.u.v2i32,0,0,2
air.rhadd.u.v2i64,0,0,2
air.rhadd.u.v2i8,0,0,2
air.rhadd.u.v3i16,0,0,2
air.rhadd.u.v3i32,0,0,2
air.rhadd.u.v3i64,0,0,2
air.rhadd.u.v3i8,0,0,2
air.rhadd.u.v4i16,0,0,2
air.rhadd.u.v4i32,0,0,2
air.rhadd.u.v4i64,0,0,2
air.rhadd.u.v4i8,0,0,2
air.rhadd.u.v8i16,0,0,2
air.rhadd.u.v8i32,0,0,2
air.rhadd.u.v8i64,0,0,2
air.rhadd.u.v8i8,0,0,2
air.rint.f16,0,0,2
air.rint.f32,0,0,2
air.rint.f64,0,0,2
air.rint.v16f16,0,0,2
air.rint.v16f32,0,0,1
air.rint.v16f64,0,0,2
air.rint.v2f16,0,0,2
air.rint.v2f32,0,0,1
air.rint.v2f64,0,0,2
air.rint.v3f16,0,0,2
air.rint.v3f32,0,0,1
air.rint.v3f64,0,0,2
air.rint.v4f16,0,0,2
air.rint.v4f32,0,0,1
air.rint.v4f64,0,0,2
air.rint.v8f16,0,0,2
air.rint.v8f32,0,0,1
air.rint.v8f64,0,0,2
air.rootn.f16,0,0,2
air.rootn.f32,0,0,2
air.rootn.f64,0,0,2
air.rootn.v16f16,0,0,2
air.rootn.v16f32,0,0,2
air.rootn.v16f64,0,0,2
air.rootn.v2f16,0,0,2
air.rootn.v2f32,0,0,2
air.rootn.v2f64,0,0,2
air.rootn.v3f16,0,0,2
air.rootn.v3f32,0,0,2
air.rootn.v3f64,0,0,2
air.rootn.v4f16,0,0,2
air.rootn.v4f32,0,0,2
air.rootn.v4f64,0,0,2
air.rootn.v8f16,0,0,2
air.rootn.v8f32,0,0,2
air.rootn.v8f64,0,0,2
air.rotate.i16,0,0,2
air.rotate.i32,0,0,2
air.rotate.i64,0,0,2
air.rotate.i8,0,0,2
air.rotate.v16i16,0,0,2
air.rotate.v16i32,0,0,2
air.rotate.v16i64,0,0,2
air.rotate.v16i8,0,0,2
air.rotate.v2i16,0,0,2
air.rotate.v2i32,0,0,2
air.rotate.v2i64,0,0,2
air.rotate.v2i8,0,0,2
air.rotate.v3i16,0,0,2
air.rotate.v3i32,0,0,2
air.rotate.v3i64,0,0,2
air.rotate.v3i8,0,0,2
air.rotate.v4i16,0,0,2
air.rotate.v4i32,0,0,2
air.rotate.v4i64,0,0,2
air.rotate.v4i8,0,0,2
air.rotate.v8i16,0,0,2
air.rotate.v8i32,0,0,2
air.rotate.v8i64,0,0,2
air.rotate.v8i8,0,0,2
air.round.f16,0,0,2
air.round.f32,0,0,1
air.round.f64,0,0,2
air.round.v16f16,0,0,2
air.round.v16f32,0,0,1
air.round.v16f64,0,0,2
air.round.v2f16,0,0,2
air.round.v2f32,0,0,1
air.round.v2f64,0,0,2
air.round.v3f16,0,0,2
air.round.v3f32,0,0,1
air.round.v3f64,0,0,2
air.round.v4f16,0,0,2
air.round.v4f32,0,0,1
air.round.v4f64,0,0,2
air.round.v8f16,0,0,2
air.round.v8f32,0,0,1
air.round.v8f64,0,0,2
air.rsqrt.f16,0,0,2
air.rsqrt.f32,0,0,2
air.rsqrt.f64,0,0,2
air.rsqrt.v16f16,0,0,2
air.rsqrt.v16f32,0,0,1
air.rsqrt.v16f64,0,0,2
air.rsqrt.v2f16,0,0,2
air.rsqrt.v2f32,0,0,1
air.rsqrt.v2f64,0,0,2
air.rsqrt.v3f16,0,0,2
air.rsqrt.v3f32,0,0,1
air.rsqrt.v3f64,0,0,2
air.rsqrt.v4f16,0,0,2
air.rsqrt.v4f32,0,0,1
air.rsqrt.v4f64,0,0,2
air.rsqrt.v8f16,0,0,2
air.rsqrt.v8f32,0,0,1
air.rsqrt.v8f64,0,0,2
air.sample_depth_2d.f32,0,0,2
air.sample_depth_2d_array.f32,0,0,2
air.sample_texture_1d.s.v4i32,0,0,2
air.sample_texture_1d.u.v4i32,0,0,2
air.sample_texture_1d.v4f16,0,0,2
air.sample_texture_1d.v4f32,0,0,2
air.sample_texture_1d_array.s.v4i32,0,0,2
air.sample_texture_1d_array.u.v4i32,0,0,2
air.sample_texture_1d_array.v4f16,0,0,2
air.sample_texture_1d_array.v4f32,0,0,2
air.sample_texture_2d.s.v4i32,0,0,2
air.sample_texture_2d.u.v4i32,0,0,2
air.sample_texture_2d.v4f16,0,0,2
air.sample_texture_2d.v4f32,0,0,2
air.sample_texture_2d_array.s.v4i32,0,0,2
air.sample_texture_2d_array.u.v4i32,0,0,2
air.sample_texture_2d_array.v4f16,0,0,2
air.sample_texture_2d_array.v4f32,0,0,2
air.sample_texture_3d.s.v4i32,0,0,2
air.sample_texture_3d.u.v4i32,0,0,2
air.sample_texture_3d.v4f16,0,0,2
air.sample_texture_3d.v4f32,0,0,2
air.shuffle.s.v16i16.v16i16.v16i16,0,0,2
air.shuffle.s.v16i16.v2i16.v16i16,0,0,2
air.shuffle.s.v16i16.v4i16.v16i16,0,0,2
air.shuffle.s.v16i16.v8i16.v16i16,0,0,2
air.shuffle.s.v16i32.v16i32.v16i32,0,0,2
air.shuffle.s.v16i32.v2i32.v16i32,0,0,2
air.shuffle.s.v16i32.v4i32.v16i32,0,0,2
air.shuffle.s.v16i32.v8i32.v16i32,0,0,2
air.shuffle.s.v16i64.v16i64.v16i64,0,0,2
air.shuffle.s.v16i64.v2i64.v16i64,0,0,2
air.shuffle.s.v16i64.v4i64.v16i64,0,0,2
air.shuffle.s.v16i64.v8i64.v16i64,0,0,2
air.shuffle.s.v16i8.v16i8.v16i8,0,0,2
air.shuffle.s.v16i8.v2i8.v16i8,0,0,2
air.shuffle.s.v16i8.v4i8.v16i8,0,0,2
air.shuffle.s.v16i8.v8i8.v16i8,0,0,2
air.shuffle.s.v2i16.v16i16.v2i16,0,0,2
air.shuffle.s.v2i16.v2i16.v2i16,0,0,2
air.shuffle.s.v2i16.v4i16.v2i16,0,0,2
air.shuffle.s.v2i16.v8i16.v2i16,0,0,2
air.shuffle.s.v2i32.v16i32.v2i32,0,0,2
air.shuffle.s.v2i32.v2i32.v2i32,0,0,2
air.shuffle.s.v2i32.v4i32.v2i32,0,0,2
air.shuffle.s.v2i32.v8i32.v2i32,0,0,2
air.shuffle.s.v2i64.v16i64.v2i64,0,0,2
air.shuffle.s.v2i64.v2i64.v2i64,0,0,2
air.shuffle.s.v2i64.v4i64.v2i64,0,0,2
air.shuffle.s.v2i64.v8i64.v2i64,0,0,2
air.shuffle.s.v2i8.v16i8.v2i8,0,0,2
air.shuffle.s.v2i8.v2i8.v2i8,0,0,2
air.shuffle.s.v2i8.v4i8.v2i8,0,0,2
air.shuffle.s.v2i8.v8i8.v2i8,0,0,2
air.shuffle.s.v4i16.v16i16.v4i16,0,0,2
air.shuffle.s.v4i16.v2i16.v4i16,0,0,2
air.shuffle.s.v4i16.v4i16.v4i16,0,0,2
air.shuffle.s.v4i16.v8i16.v4i16,0,0,2
air.shuffle.s.v4i32.v16i32.v4i32,0,0,2
air.shuffle.s.v4i32.v2i32.v4i32,0,0,2
air.shuffle.s.v4i32.v4i32.v4i32,0,0,2
air.shuffle.s.v4i32.v8i32.v4i32,0,0,2
air.shuffle.s.v4i64.v16i64.v4i64,0,0,2
air.shuffle.s.v4i64.v2i64.v4i64,0,0,2
air.shuffle.s.v4i64.v4i64.v4i64,0,0,2
air.shuffle.s.v4i64.v8i64.v4i64,0,0,2
air.shuffle.s.v4i8.v16i8.v4i8,0,0,2
air.shuffle.s.v4i8.v2i8.v4i8,0,0,2
air.shuffle.s.v4i8.v4i8.v4i8,0,0,2
air.shuffle.s.v4i8.v8i8.v4i8,0,0,2
air.shuffle.s.v8i16.v16i16.v8i16,0,0,2
air.shuffle.s.v8i16.v2i16.v8i16,0,0,2
air.shuffle.s.v8i16.v4i16.v8i16,0,0,2
air.shuffle.s.v8i16.v8i16.v8i16,0,0,2
air.shuffle.s.v8i32.v16i32.v8i32,0,0,2
air.shuffle.s.v8i32.v2i32.v8i32,0,0,2
air.shuffle.s.v8i32.v4i32.v8i32,0,0,2
air.shuffle.s.v8i32.v8i32.v8i32,0,0,2
air.shuffle.s.v8i64.v16i64.v8i64,0,0,2
air.shuffle.s.v8i64.v2i64.v8i64,0,0,2
air.shuffle.s.v8i64.v4i64.v8i64,0,0,2
air.shuffle.s.v8i64.v8i64.v8i64,0,0,2
air.shuffle.s.v8i8.v16i8.v8i8,0,0,2
air.shuffle.s.v8i8.v2i8.v8i8,0,0,2
air.shuffle.s.v8i8.v4i8.v8i8,0,0,2
air.shuffle.s.v8i8.v8i8.v8i8,0,0,2
air.shuffle.u.v16i16.v16i16.v16i16,0,0,2
air.shuffle.u.v16i16.v2i16.v16i16,0,0,2
air.shuffle.u.v16i16.v4i16.v16i16,0,0,2
air.shuffle.u.v16i16.v8i16.v16i16,0,0,2
air.shuffle.u.v16i32.v16i32.v16i32,0,0,2
air.shuffle.u.v16i32.v2i32.v16i32,0,0,2
air.shuffle.u.v16i32.v4i32.v16i32,0,0,2
air.shuffle.u.v16i32.v8i32.v16i32,0,0,2
air.shuffle.u.v16i64.v16i64.v16i64,0,0,2
air.shuffle.u.v16i64.v2i64.v16i64,0,0,2
air.shuffle.u.v16i64.v4i64.v16i64,0,0,2
air.shuffle.u.v16i64.v8i64.v16i64,0,0,2
air.shuffle.u.v16i8.v16i8.v16i8,0,0,2
air.shuffle.u.v16i8.v2i8.v16i8,0,0,2
air.shuffle.u.v16i8.v4i8.v16i8,0,0,2
air.shuffle.u.v16i8.v8i8.v16i8,0,0,2
air.shuffle.u.v2i16.v16i16.v2i16,0,0,2
air.shuffle.u.v2i16.v2i16.v2i16,0,0,2
air.shuffle.u.v2i16.v4i16.v2i16,0,0,2
air.shuffle.u.v2i16.v8i16.v2i16,0,0,2
air.shuffle.u.v2i32.v16i32.v2i32,0,0,2
air.shuffle.u.v2i32.v2i32.v2i32,0,0,2
air.shuffle.u.v2i32.v4i32.v2i32,0,0,2
air.shuffle.u.v2i32.v8i32.v2i32,0,0,2
air.shuffle.u.v2i64.v16i64.v2i64,0,0,2
air.shuffle.u.v2i64.v2i64.v2i64,0,0,2
air.shuffle.u.v2i64.v4i64.v2i64,0,0,2
air.shuffle.u.v2i64.v8i64.v2i64,0,0,2
